1,1.0000,2.0000,5.0000,7.0000
2,2.0000,-1.5000,7.0000,-13.1250
3,-1.5000,0.7826,-13.1250,4.7723
4,0.7826,0.1739,4.7723,3.6103
5,0.1739,-1.7171,3.6103,-17.7753
6,-1.7171,-0.1453,-17.7753,2.3525
7,-0.1453,-0.3290,2.3525,1.3237
8,-0.3290,-0.5654,1.3237,-0.4011
9,-0.5654,-0.5104,-0.4011,0.0439
10,-0.5104,-0.5158,0.0439,0.0012
